epoch,acc,loss,val_acc,val_loss
0,0.80488,0.405697132759,0.88008,0.284201709099
1,0.90468,0.238835366411,0.88068,0.285313315763
2,0.93652,0.16935801044,0.8886,0.280463250909
3,0.95704,0.116138708729,0.88104,0.338112542129
4,0.96992,0.0841274204016,0.88444,0.357426885588
5,0.97872,0.0601845223476,0.87844,0.412951051458
6,0.98216,0.0498784255059,0.87564,0.436099995716
7,0.98696,0.0368161390822,0.88256,0.487243198822
8,0.98592,0.0370391782707,0.881,0.526539556438
9,0.98876,0.0313657640288,0.8816,0.506226187279
