epoch,acc,loss,val_acc,val_loss
0,0.79836,0.411883843269,0.87572,0.292496668429
1,0.89996,0.244714173055,0.88636,0.270564275384
2,0.93176,0.172944177727,0.88584,0.290223985183
3,0.95496,0.119669464393,0.87592,0.351852168527
4,0.97444,0.0780556546667,0.88124,0.353162905853
5,0.97808,0.0593115430212,0.88548,0.407068348531
6,0.9842,0.0438592232728,0.88128,0.42307515851
7,0.98384,0.0432126372102,0.87704,0.491738202932
8,0.9878,0.0357388603925,0.88324,0.475670988175
9,0.98956,0.02895549844,0.87532,0.513726224145
