epoch,acc,loss,val_acc,val_loss
0,0.182892628205,2.20457138159,0.236,2.01885059929
1,0.271336553945,1.99876336276,0.297,1.99133671951
2,0.330414653784,1.84941583075,0.3665,1.73479179382
3,0.369263285024,1.72423745008,0.3965,1.64937594223
4,0.409420289855,1.63923392204,0.457,1.52427296638
5,0.434782608696,1.55683926261,0.454,1.45871691513
6,0.449174718196,1.51506660296,0.4615,1.47587633133
7,0.470511272142,1.46208258662,0.504,1.39338566017
8,0.486413043478,1.42407479302,0.515,1.36103366756
9,0.504126409018,1.37200793379,0.527,1.32174856472
10,0.51308373591,1.3571478783,0.5235,1.30375737953
11,0.528381642512,1.30959213394,0.533,1.27980065441
12,0.550020128824,1.27724269162,0.547,1.24745236206
13,0.557769726248,1.23012829729,0.568,1.22033911705
14,0.565720611916,1.21691880518,0.578,1.19933451462
15,0.58403784219,1.18326630253,0.596,1.15146356583
16,0.589170692432,1.17131844926,0.5875,1.1520323019
17,0.594706119163,1.13804404498,0.587,1.13352872467
18,0.603160225443,1.12928813091,0.608,1.10296445942
19,0.612520128824,1.09877111985,0.5965,1.13326326466
20,0.618458132045,1.07996765504,0.6215,1.06539007807
21,0.634762479871,1.03627233382,0.626,1.0386786828
22,0.635165056361,1.03056284502,0.626,1.05040914536
23,0.638184380032,1.01800995173,0.6465,1.04049665165
24,0.650563607085,0.987859926554,0.631,1.06350257587
25,0.662439613527,0.972012732052,0.6325,1.10112940407
26,0.67018921095,0.951196044348,0.6535,1.00902982235
27,0.677737520129,0.924197216061,0.657,1.02466326714
28,0.673913043478,0.924856500349,0.6505,1.01771816635
29,0.689110305958,0.899116298235,0.6615,0.994782845974
30,0.691123188406,0.884554763443,0.656,1.00938758945
31,0.694041867955,0.871252645041,0.651,1.07617651939
32,0.705917874396,0.851084607811,0.6745,0.981161472321
33,0.707125603865,0.83388509113,0.6695,0.987546267509
34,0.711252012882,0.821504813845,0.659,1.03846974516
35,0.71115136876,0.813783062061,0.6685,0.962794411659
36,0.724738325282,0.790620685967,0.683,0.950916215897
37,0.730072463768,0.773955703166,0.669,0.992527935982
38,0.73480273752,0.749487176801,0.684,0.962626705647
