epoch,acc,loss,val_acc,val_loss
0,0.822160060441,0.384875564656,0.842560063243,0.370138520405
1,0.924520052671,0.199668370719,0.851520061922,0.371763734499
2,0.965080030155,0.100447077604,0.845560060954,0.395788374331
3,0.986080013013,0.0435568202639,0.835840061593,0.524410276455
4,0.990840008664,0.0290345737522,0.829800060892,0.678458294017
5,0.992360007215,0.0214793530603,0.837400060654,0.645509438624
6,0.993880005765,0.0192304972113,0.835760061431,0.766730394648
7,0.995560004234,0.0131610700702,0.830240060973,0.901948345211
8,0.996360003471,0.0116174423184,0.83020006187,0.79922264628
9,0.996920002937,0.00950597361194,0.831840061831,0.853414905369
