epoch,acc,loss,val_acc,val_loss
0,0.188,2.15710161324,0.253,2.03697204018
1,0.2946,1.94388281746,0.368,1.81625278568
2,0.3593,1.77776232834,0.4005,1.69059321213
3,0.3938,1.6726691431,0.412,1.62477743053
4,0.4158,1.59815929737,0.45,1.55223809052
5,0.4444,1.53874207878,0.4685,1.50925521088
6,0.4558,1.4915739151,0.482,1.44383772469
7,0.4792,1.4475552906,0.488,1.41746026993
8,0.4996,1.40411779652,0.501,1.38396553707
9,0.5088,1.37196423721,0.498,1.39165202332
10,0.5196,1.33136205559,0.4995,1.37837432384
11,0.5351,1.31011511211,0.523,1.33006787586
12,0.5482,1.27117304106,0.5205,1.32034104824
13,0.5626,1.23880908241,0.5525,1.27497141933
14,0.5646,1.22032027206,0.5575,1.25094738865
15,0.5765,1.19068451958,0.541,1.26984055901
16,0.5838,1.1655979517,0.5625,1.23059737492
17,0.6001,1.14121335144,0.58,1.20919567966
18,0.6113,1.11467568054,0.563,1.22382320023
19,0.6165,1.09144163094,0.5745,1.18957908535
20,0.6283,1.06906409206,0.5975,1.171627141
21,0.6406,1.04747652721,0.579,1.18731231022
22,0.6376,1.03231916332,0.5765,1.18288485622
23,0.6462,1.01002632332,0.5915,1.16086668968
24,0.6553,0.989666090775,0.5885,1.15484192657
25,0.664,0.971933330727,0.6055,1.13235847282
26,0.6641,0.955983914566,0.603,1.11757092667
27,0.6744,0.933143629646,0.6105,1.11429423618
28,0.681,0.918998365784,0.614,1.10586027718
29,0.6953,0.886987585831,0.628,1.09596761799
30,0.6953,0.890613858032,0.597,1.12989304924
31,0.6971,0.871642151165,0.6285,1.08310605335
32,0.7038,0.857035123634,0.6275,1.07728011513
33,0.7062,0.848060367775,0.6135,1.10299185467
34,0.717,0.813771909332,0.632,1.05736494732
35,0.7255,0.800187443542,0.615,1.08345281219
36,0.734,0.792798456478,0.627,1.09033271933
37,0.7283,0.776468112755,0.6365,1.06063922882
38,0.7326,0.766167129803,0.6285,1.10358908987
39,0.7468,0.740206871319,0.6425,1.08430108738
40,0.7498,0.732545907784,0.6155,1.15459813833
41,0.7579,0.718873062515,0.646,1.06386626863
42,0.7568,0.709592515087,0.646,1.05742013407
43,0.7605,0.688941836739,0.6265,1.1029084301
44,0.7655,0.673899098921,0.635,1.07367345095
45,0.7732,0.669183565474,0.655,1.05563866758
46,0.776,0.653989050484,0.6505,1.05778187752
47,0.7766,0.649382015705,0.633,1.07245841217
48,0.7793,0.639848873425,0.6325,1.07087181568
49,0.7786,0.636681561184,0.6355,1.09419235992
50,0.7878,0.613847776222,0.66,1.0296384573
51,0.7933,0.607026242161,0.6435,1.07669256401
